,label,text
192,0,hi finally complete course
193,0,stop suggest stay able stool
194,0,hope settle new school year wishin gr8 day
195,0,gud mrng dear hav nice day
196,0,u person story
197,0,hamster dead hey tmr meet 1 pm orchard mrt
198,0,hi kate evening hope tomorrow bit bloody babyjontet txt u   xxx
199,0,find enc   ltgt  
200,0,send   ltgt   buck
201,0,hello darlin ve finish college txt u finish u love kate xxx
202,0,account refill successfully inr   ltdecimalgt   keralacircle prepay account balance rs   ltdecimalgt   transaction d kr ltgt
203,0,goodmorning sleep ga
204,0,u alter 11 ok
205,0,ìï like dat dun buy ericsson oso oredi lar
206,0,enter cabin pa '' happy b'day boss '' feel special askd 4 lunch lunch invite apartment
207,0,aight yo dat straight dogg
208,0,connection today   ltdecimalgt   refund bill
209,0,  shoot big load ready
210,0,bruv hope great break rewarding semester
211,0,home chat
212,0,kkgoodstudy
213,0,yup ì noe leh
214,0,sound great home
215,0,finally match head draw prediction
216,0,tired sleep past night
217,0,easy ahsen select mean good
218,0,exam march 3
219,0,yeah think use gt atm register sure help let know sure ready
220,0,ok prob ur time
221,0,os ubandu run instal hard diskyou use os copy important file system repair shop
222,0,sorry later
223,0,u leh course happen lar v romantic jus bit lor thk e nite scenery nice leh
224,1,500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18
225,0,appreciate need talk
226,1,u meet ur dream partner soon ur career 2 flyng start 2 find free txt horo follow ur star sign e g horo arie
227,0,hey company elama po mudyadhu
228,0,life strict teacher bcoz teacher teach lesson amp conduct exam life conduct exam amp teach lesson happy morning
229,0,dear good morning
230,0,gandhipuram walk cross cut road right ltgt street road turn right
231,0,dear rubber place
232,0,sorry battery die yeah
233,0,yeshere tv available work place
234,1,text   meet sexy today u find date flirt u join 4 10p reply   age eg sam 25 18 msg recdthirtyeight penny
235,0,print oh   ltgt   come upstairs
236,0,ill little close like bus stop street
237,0,youwhen wil reach
238,0,new theory argument win d situation lose person argue ur friend     kick amp correct
239,1,u 447801259231 secret admirer look 2 contact ufind rreveal think ur specialcall 09058094597
240,0,tomarrow final hearing laptop case
241,0,pleassssssseeeeee tel v avent sportsx
242,0,okay shine mean sign sound
243,0,tell u dat baig face watch like e watch u cos fr u thanx 4 dat u've today touch
244,0,u remember old commercial
245,0,late website slipper
246,0,ask ok
247,0,kallis bat 2nd innings
248,0,work oh ok goodnight ill fix ready time wake dearly miss good night sleep
249,1,congratulation ur award 500 cd voucher 125gift guarantee   free entry 2 100 wkly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16
250,0,ranjith cal drpd deeraj deepak 5min hold
251,0,wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da
252,0,doinghow
253,0,3days shipping company 2wks way usp week lag bribe nipost stuff
254,0,lemme know ready
255,0,necessarily expect headin
256,0,mmm yummy babe   nice jolt suzy
257,0,lover   need
258,1,try contact reply offer video handset 750 anytime network min unlimited text camcorder reply 08000930705
259,0,iûm park mini come today think
260,0,yup
261,0,shop cos sis dun disturb u liao
262,0,luton 0125698789 ur h
263,1,hey horny want chat naked text hot 69698 text charge 150pm unsubscribe text stop 69698
264,0,dint come
265,0,wana plan trip sometme
266,0,sure try hold
267,1,ur ringtone service change 25 free credit club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
268,0,evo download flash jealous
269,1,ringtone club uk single chart mobile week choose quality ringtone message free charge
270,0,come mu sort narcotic situation
271,0,night end day morning come special way smile like sunny ray leave worry blue blue bay
272,1,hmv bonus special 500 pound genuine hmv voucher win answer 4 easy question play send hmv 86688 infowww100percentrealcom
273,0,usf guess 1 car
274,0,objection bf come
275,0,thanx
276,0,tell rob mack gf theater
277,0,awesome bit
278,0,send type food like
279,0,hand celebration swing
280,0,tool
281,0,wen u miss
282,0,ok ask money far
283,0,okie
284,0,yeah think usual guy pass night ahold anybody let know throw
285,0,k come tonight class let early
286,0,ok
287,0,hi baby m cruisin girl friend r u 2 hour home s alright fone fone love jenny xxx
288,0,life mean lot love life love people life world friend world ge
289,0,dearshall mail tonitebusy streetshall update tonitething look okvarunnathu edukkukayee raksha ollubut good real sense
290,0,hey tell gautham ah
291,0,haf u find feel stupid da v cam work
292,0,oop 4 bit
293,0,buzy
294,0,accidentally delete message resend
295,1,tmobile customer claim free camera phone upgrade   pay   sim card loyalty 0845 021 3680offer end 28thfebtc apply
296,0,situation gurl appropriate
297,0,hurt tease cry end life die plz rise grave stupid miss u nice day bslvyl
298,0,pick phone right pls send message
299,0,need coffee run tomocan't believe time week
300,0,awesome remember time somebody high time diesel v
301,0,shit shocking scary imagine second def night u think crash night save taxi
302,0,oh way food fridge want meal tonight
303,0,womdarfull actor
304,1,sm ac blind date 4u rodds1 21 m aberdeen united kingdom check httpimg sm acwicmb3cktz8r74 blind date send hide
305,0,yup remb think book
306,0,jos ask u wana meet
307,0,lol yes friendship hang thread cause u buy stuff
308,1,themob check new selection content game tone gossip babe sport mobile fit funky text wap 82468
309,0,garage key bookshelf
310,0,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
311,1,think ur smart   win å200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
312,0,friend money definitely buy end week
313,0,hi way u 2day normal waythis real ur uniquei hope know u 4 rest mylife hope u find wot lose
314,0,day great day
315,0,kkadvance happy pongal
316,0,hmmm guess 4 kb n power yoga haha dunno tahan power yoga anot thk lo oso forgot liao
317,0,dude friend afraid
318,1,december mobile 11mth entitle update late colour camera mobile free mobile update co free 08002986906
319,0,coffee cake guess
320,0,merry christmas babe love ya kiss
321,0,hey watch x man lunch haha
322,0,cud u tell ppl m gona b bit l8 cos 2 bus hav gon past cos   m waitin 4 1 pete x
323,0,great guild meet bristol road   touch weekend plan flight good week
324,0,problem
325,0,callsmessagesmisse
326,0,hi dahow today class
327,0,good sign know track record read woman
328,0,cool text park
329,0,read text send mean joke read light
330,0,kkapo kgood movie
331,0,maybe book tomo return immediately  
332,1,germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access
333,0,chance evaporate soon violate privacy steal phone number employer paperwork cool contact report supervisor
334,1,valentine day special win å1000 quiz partner trip lifetime send 83600 150pmsg rcvd custcare08718720201
335,0,tadaaaaa home babe
336,0,cool come wine dine
337,0,sleepingand surfing
338,0,sorry later
339,0,u right hand phone
340,0,ok great thanx lot
341,0,post come 1000 text happy read wiv hello caroline end favourite bless
342,0,u hide stranger
343,0,interested like
344,0,sister clear round birla soft yesterday
345,0,gudnitetcpractice
346,0,dis yijue ju ur mail case huiming send u num dis num
347,0,small prestige problem
348,1,fancy shag dointereste sextextukcom txt xxuk suzy 69876 txt cost 150 msg tnc website x
349,0,check miss jeremiah great month
350,0,nah help iphone
351,0,car hour half apeshit
352,0,today sorry day angry misbehave hurt plz plz slap urself bcoz ur fault basically good
353,0,yo guy figure need alcohol jay try figure safely spend weed
354,0,ltgt ish minute 5 minute ago wtf
355,0,thank callingforgot happy onam sirjii fine remember meet insurance personmeet qatar insha allahrakhesh ex tata aig join tisscotayseer
356,1,congratulation ur award 500 cd voucher 125gift guarantee   free entry 2 100 wkly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16
357,1,ur cashbalance currently 500 pound   maximize ur cashin send cash 86688 150pmsg cc 08708800282 hgsuite3422land roww1j6hl
358,0,actor work work evening sleep late unemployed moment sleep late unemployed day saturday
359,0,hello st andrewsboy long way cold post
360,0,ha ha cool cool chikku chikkudb
361,0,oh ok prob
362,0,check audrey status right
363,0,busy try finish new year look forward finally meet
364,0,good afternoon sunshine dawn day   refresh happy alive breathe air smile   think love  
365,0,know z care worry
366,1,updatenow   xmas offer late motorola sonyericsson   nokia   free bluetooth double min   1000 txt orange mobileupd8 08000839402 call2optoutf4q
367,1,discount code rp176781 stop message reply stop wwwregalportfoliocouk customer service 08717205546
368,0,wat uniform
369,0,cool text ready
370,0,hello boytoy   geeee miss wake wish bed cuddle love
371,0,spoil bed
372,0,bath msg   ltgt   min
373,0,talk people sure pay agree price pls tell want buy willing pay
374,1,thank ringtone order reference t91 charge gbp 4 week unsubscribe anytime customer service 09057039994
375,0,happen
376,0,mei did't recognise face
377,0,lot thing happen lindsay new year sigh bar ptbo blue heron
378,0,payasam rinu bring
379,0,teach ranjith sir sm like becaus s verify project prabu tell today pa mistake
380,0,guess worried know way body repair sure worry slow test guide ovulation relax reason worry ill followin
381,0,yeah sure couple minute track wallet
382,0,hey leave big deal care
383,0,hey late ah meet 945
384,1,double min txt 4 6months free bluetooth orange available sony nokia motorola phone mobileupd8 08000839402 call2optoutn9dx
385,0,mr owl 3 lick
386,0,customer place
387,0,mm time like fun
388,1,4mth half price orange line rental   late camera phone 4 free phone 11mth   mobilesdirect free 08000938767 update or2stoptxt
389,0,yup lunch buffet u eat
390,0,huh late fr dinner
391,0,hey sit intro pilate kickboxing
392,0,morning ok
393,0,yes think office lap room think s day shut
394,0,pick bout 730ish time  
395,0,performance award calculate monthnot current month period
396,0,actually sleep u text gr8 rock sis send u text wen wake
397,0,business picture ass facebook open people meet think picture room hurt feel violate
398,0,good evening sir al salam wahleykkumshare happy newsby grace god offer tayseertissco joinedhope fineinshah allahmeet sometimerakheshvisitor india
399,0,hmmmkbut want change field quickly dai wanna system administrator network administrator
400,1,free ringtone text 87131 poly text 87131 true tone help 0845 2814032 16 1st free tone 3xå150pw eånd txt stop
401,0,dear chechi talk
402,0,hair cream ship
403,0,happen til
404,0,yep great loxahatchee xmas tree burn   ltgt   start hour
405,0,haha drive usf man know lot stoner
406,0,slightly disastrous class pm fav darling hope day ok coffee wld good stay late tomorrow time   place
407,0,hello good week fancy drink later
408,0,headin busetop
409,0,messagesome text miss sendername miss number miss sentdate miss miss u lot s y missing send fullonsmscom
410,0,come room point iron plan weekend
411,0,cos want thing
412,0,okie yan jiu skip ard oso cine den mrt blah blah blah
413,0,bring home wendy d
414,1,100 date service 09064012103 box334sk38ch
415,0,whatsup u want sleep
416,0,alright new goal
417,1,free entry å250 weekly competition text word win 80086 18 tc wwwtxttowincouk
418,0,alright head minute text meet
419,1,send logo 2 ur lover   2 join heart txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo pobox36504w45wq txtno 4 ad 150p
420,0,yesfrom week live
421,1,contact date service enter phone fancy find landline 09111032124   pobox12n146tf150p
422,0,siva hostel aha
423,1,urgent mobile number award å2000 prize guarantee 09058094455 land line claim 3030 valid 12hrs
424,0,send ur friend receive ur voice speak expression 1childish 2naughty 3sentiment 4rowdy 5ful attitude 6romantic 7shy 8attractive 9funny   ltgt irritate   ltgt lovable reply
425,0,ok ok guess
426,0,aathiwhere dear
427,0,pain urination thing
428,0,7 esplanade ì mind lift cos car today
429,0,wnt buy bmw car urgentlyit vry urgentbut hv shortage   ltgt lacsthere source arng dis amt ltgt lacsthat prob
430,0,home watch tv lor
431,0,usually fucking minute respond yes question
432,1,congrats nokia 3650 video camera phone 09066382422 cost 150ppm ave 3mins vary mobile 16 close 300603 post bcm4284 ldn wc1n3xx
433,0,book ticket pongal
434,0,available like right hillsborough amp   ltgt th
435,0,message send askin   ltgt dollar shoul pay   ltgt     ltgt
436,0,ask g iouri tell story like time
437,0,long applebee fucking
438,0,hi hope u txtjourney gdnow 50 min late think
439,0,like love arrange
440,0,yeshe greatbhaji tell kallis good cricketer sachin worldvery tough
441,0,suppose wake gt
442,0,oic tot din c find group liao
443,0,sorry later
444,0,hey hey werethe monkeespeople monkeyaround howdy gorgeous
445,0,sorry battery die come gram place
446,0,blimey exercise yeah kinda remember wot hmm
447,0,concentration dear know mind
448,0,lol   plan new year
449,0,10 min later k
450,0,hank lotsly
451,0,thank hope good day today
452,0,kkwhat detail want transferacc
453,0,ok tell stay yeah tough optimistic thing improve month
454,1,loan purpose å500   å75000 homeowner   tenant welcome previously refuse help free 0800 1956669 text ' help '
455,0,si si think ill oreo truffle
456,0,look amy ure beautiful intelligent woman like u lot know u donåõt like like donåõt worry
457,0,hope result consistently intelligent kind start ask practicum link ear open good ttyl
458,0,120 cost guess bad miss ya need ya want ya love ya
459,0,different feelingwavering decision cope individualtime heal believe
460,0,u phone die stay
461,0,great day reason thank god
462,1,upgrdcentre orange customer claim free camera phone upgrade loyalty 0207 153 9153 offer end 26th july tc apply optout available
463,0,sorry later ok bye
464,0,ok way railway
465,0,great princess love receive oral doggy style fave position enjoy love   ltgt   time night
466,0,stuff road slippery
467,0,ride bike
468,0,yup need jus wait 4 e rain 2 stop
469,0,company tell language
470,1,okmail dear dave final notice collect 4 tenerife holiday 5000 cash award 09061743806 landline tcs sae box326 cw25wx 150ppm
471,0,long scream princess
472,0,mean money enter account bank remove flat rate transfer   ltgt   account   ltgt dollar remove bank differ charge differbe sure trust 9ja person send account detail cos
473,1,want 2 lay tonight want real dog location send direct 2 ur mob join uk large dogging network txte moan 69888nyt ec2a 31pmsg150p
474,0,nice line broken heart plz cum 1 time infront wise ll trust u good 9 t
475,0,ok head usf like minute
476,0,love aathilove u lot
477,0,tension ahwhat machiany problem
478,0,k pick 8th
479,0,guy g think stay mcr
480,0,u sec
481,0,yo carlos friend ask work weekend
482,0,watch tv lor
483,0,thank baby wait taste real thing
484,0,change fb jaykwon thuglyfe falconerf
485,0,win 1 long time
486,1,free message activate 500 free text message reply message word free term   condition visit www07781482378com
487,0,dear reach railway happen
488,0,depend quality want type send boye fade glory 6 want ralph maybe 2
489,0,think fix send test message
490,0,sorry man account dry want trade half buy shit credit card
491,1,congrat 1 year special cinema pass 2 09061209465 c suprman v matrix3 starwars3 etc 4 free bx420ip45we 150pm miss
492,0,sorryin meeting later
493,0,class   ltgt   reunion
494,0,free nowcan
495,0,meh
496,0,nope think monday sorry reply late
497,0,tell accenture confirm true
498,0,kate jackson rec center 7ish right
499,0,dear reache room
500,0,fight world easy u win lose bt fightng some1 close u dificult u lose   u lose u win   u lose
501,0,ì come
502,0,check nuerologist
503,0,lolnice fish water
504,1,123 congratulation   week competition draw u win å1450 prize claim 09050002311 b4280703 tcsstop sm 08718727868 18 150ppm
505,0,wait e car dat bored wat cos wait outside 2 home stuff watch tv wat
506,0,maybe westshore hyde park village place near house
507,0,know anthony bring money school fee pay rent stuff like s need help friend need
508,0,significance
509,0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply
510,0,8 late g scrounge ammo want new ak try
511,0,prabhai'm sorydarealyfrm heart sory
512,0,lol ok forgive
513,0,nojst change tat
514,1,guarantee late nokia phone 40 gb ipod mp3 player å500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18
515,0,sno competition
516,1,boltblue tone 150p reply poly mono eg poly3 1 cha cha slide 2 yeah 3 slow jamz 6 toxic 8 come stop 4 tone txt
517,1,credit httpwwwbubbletextcom renewal pin tgxxrz
518,0,way transport problematic sat night way u want ask   n   join bday feel free need know definite nos book fri
519,0,usually person unconscious child adult behave abnormally ill
520,0,ebay
521,0,shall come pickle
522,0,taco
523,0,rude campus
524,1,urgent mobile award å2000 bonus caller prize 020903 2nd attempt contact 08718729755 box95qu
525,0,hi b ard 4 christmas enjoy n merry x'ma
526,1,today offer claim ur å150 worth discount voucher text yes 85023 savamob member offer mobile t cs 08717898035 å300 sub 16   unsub reply x
527,0,yes pretty lady like single
528,1,recieve tone 24hrs term condition channel u teletext pg 750
529,0,jay doublefaggot
530,1,private 2003 account statement 07815296484 800 unredeemed sim point 08718738001 identifier code 41782 expire 181104
531,0,todaysundaysunday holidayso work
532,0,gudnitetcpractice
533,0,late
534,0,hope l8r malaria know miss guy miss bani big pls love especially great day
535,0,good afternoon love day   hope maybe lead job think boytoy send passionate kiss sea
536,0,probably later tonight lt
537,0,maybe fat finger press button know
538,0,ummmmmaah happy return d day dear sweet heart happy birthday dear
539,0,tirupur da start office
540,1,wwwapplausestorecom monthlysubscription50pmsg max6month tcsc web age16 2stop txt stop
541,0,famous quote   develop ability listen ' ' unconditionally lose temper self confidence mean   ' marry '
542,0,college pa ill come self pa
543,0,4 oclock bash flat plan
544,0,girl stay bed girl need recovery time d pass fun coope bed
545,0,special
546,0,know need hotel invitation apologise cali sweet come english bloke weddin
547,0,sorry long omw
548,0,wait   ltgt   min
549,0,ok 5 minute think btw alibi cut hair time
550,0,imagine finally sink bath pace maybe eat leave   imagine feel cage cock surround bath water remind   enjoy cuck
551,0,hurry weeddeficient like day
552,0,sure acknowledgement astoundingly tactless generally faggy demand blood oath fo
553,0,ok night warm bath drink cup milk work magic need loose weight know
554,0,iûll look fry pan case itûs cheap book thatûs silly fry pan isnût likely book
555,0,o uv cause mutation sunscreen like essential theseday
556,0,lunchyou onlinewhy
557,0,know friend tell
558,0,hi princess thank pic pretty
559,0,aiyo u c ex dunno abt mei haven reply time u reply fast y lucky workin huh bao ur sugardad ahgee
560,0,hi msg mei'm office
561,0,thanx 4 e brownie v nice
562,0,geeeee   love barely stand
563,1,gent try contact weekend draw win å1000 prize guarantee 09064012160 claim code k52 valid 12hrs 150ppm
564,0,fuck babe   miss know   let send money net   need   want   crave
565,0,ill u 2mrw ninish address icky american freek stop callin 2 bad jen k eh
566,0,oooh bed ride ey think
567,0,anyways gym love smile hope ok good day babe   miss
568,0,love daddy scream pleasure slap ass dick
569,0,wot u wanna missy
570,0,yar lor wait 4 mum 2 finish sch lunch lor morning stay home clean room room clean hee
571,0,know lab goggle
572,0,open door
573,0,wait
574,0,nope wait sch 4 daddy
575,1,win 1000 cash 2000 prize claim call09050000327
576,0,tired argue week week want
577,0,ìï wait 4 sch finish ard 5
578,1,mobile number win å5000 claim ring claim hot line 09050005321
579,0,arngd marriage u r walkin unfortuntly snake bite u bt love marriage dance frnt d snake amp sayin bite bite
580,0,huh early ì dinner outside izzit
581,0,ok need change
582,1,try contact reply offer 750 min 150 textand new video phone 08002988890 reply free delivery tomorrow
583,0,exwife able kid want kid day
584,0,scotland hope jjc tendency care live dream
585,0,tell u headache want use 1 hour sick time
586,0,dun thk quit hmmm jazz   yogasana oso meet em lesson den
587,0,pete ring meive hardly gotany credit
588,0,ya srsly yi tho
589,0,meeting later
590,1,ur chance win å250 wkly shopping spree txt shop 80878 t'sc wwwtxt2shopcom custcare 08715705022 1x150pwk
591,1,specially select receive 2000 pound award 08712402050 line close cost 10ppm 16 tcs apply ag promo
592,1,private 2003 account statement 07753741225 800 unredeemed s m point 08715203677 identifier code 42478 expire 241004
593,0,grand prix
594,0,meet stranger choose friend long world stand friendship end let friend forever gud nitz
595,0,great
596,0,gud mrng dear nice day
597,1,important customer service announcement freephone 0800 542 0825
598,0,exhaust train morning wine pie sleep
