,label,text
182,0,ok I be a gentleman and will treat you with dignity and respect
183,0,he will you guy close
184,0,go on nothing greatbye
185,0,hello handsome   be you find that job   not be lazy   work towards get back that net for mummy   where be my boytoy now   do he miss I
186,0,haha awesome be there in a minute
187,1,please call our customer service representative on freephone 0808 145 4742 between 9am11pm as you have win a guarantee å1000 cash or å5000 prize
188,0,have you get xmas radio times if not I will get it now
189,0,I jus reach home I go bathe first but my sis use net tell u when she finish k
190,1,be you unique enough find out from 30th august wwwareyouuniquecouk
191,0,I be sorry I have join the league of people that do not keep in touch you mean a great deal to I you have be a friend at all time even at great personal cost do have a great week
192,0,hi finally I complete the course
193,0,it will stop on itself I however suggest she stay with someone that will be able to give or for every stool
194,0,how be you do hope you have settle in for the new school year just wishin you a gr8 day
195,0,gud mrng dear hav a nice day
196,0,do u get that person story
197,0,be your hamster dead hey so tmr I meet you at 1 pm orchard mrt
198,0,hi its kate how be your evening I hope I can see you tomorrow for a bit but I have to bloody babyjontet txt back if u can   xxx
199,0,find it enc   ltgt   where you at
200,0,I send you   ltgt   buck
201,0,hello darlin I ve finish college now so txt I when u finish if u can love kate xxx
202,0,your account have be refill successfully by inr   ltdecimalgt   your keralacircle prepay account balance be rs   ltdecimalgt   your transaction i d be kr ltgt
203,0,goodmorning sleep ga
204,0,u call I alter at 11 ok
205,0,ìï say until like dat I dun buy ericsson oso can not oredi lar
206,0,as I enter my cabin my pa say '' happy b'day boss '' I feel special she askd I 4 lunch after lunch she invite I to her apartment we go there
207,0,aight yo dat straight dogg
208,0,you please give we connection today itself before   ltdecimalgt   or refund the bill
209,0,both   I shoot big load so get ready
210,0,what be up bruv hope you have a great break do have a rewarding semester
211,0,home so we can always chat
212,0,kkgoodstudy well
213,0,yup how ì noe leh
214,0,sound great be you home now
215,0,finally the match head towards draw as your prediction
216,0,tired I have not sleep well the past few night
217,0,easy ahsen get select mean its good
218,0,I have to take exam with march 3
219,0,yeah you should I think you can use your gt atm now to register not sure but if there be anyway I can help let I know but when you do be sure you be ready
220,0,ok no prob take ur time
221,0,there be os call ubandu which will run without instal in hard diskyou can use that os to copy the important file in system and give it to repair shop
222,0,sorry I will call later
223,0,u say leh of course nothing happen lar not say v romantic jus a bit only lor I thk e nite scenery not so nice leh
224,1,500 new mobile from 2004 must go txt nokia to no 89545   collect yours todayfrom only å1 www4tcbiz 2optout 08718726270150gbpmtmsg18
225,0,would really appreciate if you call I just need someone to talk to
226,1,will u meet ur dream partner soon be ur career off 2 a flyng start 2 find out free txt horo follow by ur star sign e g horo arie
227,0,hey company elama po mudyadhu
228,0,life be more strict than teacher bcoz teacher teach lesson amp then conduct exam but life first conduct exam amp then teach lesson happy morning
229,0,dear good morning now only I be up
230,0,get down in gandhipuram and walk to cross cut road right side ltgt street road and turn at first right
231,0,dear we be go to our rubber place
232,0,sorry battery die yeah I be here
233,0,yeshere tv be always available in work place
234,1,text   meet someone sexy today u can find a date or even flirt its up to u join 4 just 10p reply with name   age eg sam 25 18 msg recdthirtyeight penny
235,0,I have print it oh so   ltgt   come upstairs
236,0,or ill be a little close like at the bus stop on the same street
237,0,where be youwhen wil you reach here
238,0,new theory argument win d situation but lose the person so do not argue with ur friend just     kick they amp say I be always correct
239,1,u 447801259231 have a secret admirer who be look 2 make contact with ufind out who they rreveal who think ur so specialcall on 09058094597
240,0,tomarrow final hearing on my laptop case so I can not
241,0,pleassssssseeeeee tel I v avent do sportsx
242,0,okay no no just shine on that be mean to be sign but that sound well
243,0,although I tell u dat I be into baig face watch now but I really like e watch u give cos it be fr u thanx 4 everything dat u've do today I be touch
244,0,u do not remember that old commercial
245,0,too late I say I have the website I do not I have or do not have the slipper
246,0,I ask you to call he now ok
247,0,kallis will not bat in 2nd innings
248,0,it do not work again oh ok goodnight then ill fix and have it ready by the time you wake up you be very dearly miss have a good night sleep
249,1,congratulation ur award 500 of cd voucher or 125gift guarantee   free entry 2 100 wkly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16
250,0,ranjith cal drpd deeraj and deepak 5min hold
251,0,wen ur lovable bcum angry wid u dnt take it seriously coz be angry be d most childish n true way of show deep affection care n luv kettoda manda have nice day da
252,0,what you doinghow be you
253,0,up which be 3days also and the shipping company that take 2wks the other way be usp which take a week but when it get to lag you may have to bribe nipost to get your stuff
254,0,I be back lemme know when you be ready
255,0,do not necessarily expect it to be do before you get back though because I be just now headin out
256,0,mmm so yummy babe   nice jolt to the suzy
257,0,where be you lover   I need you
258,1,we try to contact you re your reply to our offer of a video handset 750 anytime network min unlimited text camcorder reply or call 08000930705 now
259,0,iûm park next to a mini when be you come in today do you think
260,0,yup
261,0,anyway I be go shop on my own now cos my sis not do yet dun disturb u liao
262,0,my no in luton 0125698789 re I if ur around h
263,1,hey I be really horny want to chat or see I naked text hot to 69698 text charge at 150pm to unsubscribe text stop 69698
264,0,why you dint come with we
265,0,same wana plan a trip sometme then
266,0,not sure yet still try to get a hold of he
267,1,ur ringtone service have change 25 free credit go to club4mobilescom to choose content now stop txt club stop to 87070 150pwk club4 po box1146 mk45 2wt
268,0,the evo I just have to download flash jealous
269,1,ringtone club get the uk single chart on your mobile each week and choose any top quality ringtone this message be free of charge
270,0,come to mu we be sort out our narcotic situation
271,0,night have end for another day morning have come in a special way may you smile like the sunny ray and leave your worry at the blue blue bay
272,1,hmv bonus special 500 pound of genuine hmv voucher to be win just answer 4 easy question play now send hmv to 86688 more infowww100percentrealcom
273,0,usf I guess might as well take 1 car
274,0,no objection my bf not come
275,0,thanx
276,0,tell rob to mack his gf in the theater
277,0,awesome I will see you in a bit
278,0,just send it so what type of food do you like
279,0,all do all hand in celebration in full swing yet
280,0,you get call a tool
281,0,wen u miss someone
282,0,ok I ask for money how far
283,0,okie
284,0,yeah I think my usual guy be still pass out from last night if you get ahold of anybody let I know and I will throw down
285,0,k I might come by tonight then if my class let out early
286,0,ok
287,0,hi baby I m cruisin with my girl friend what r u up 2 give I a call in and hour at home if that s alright or fone I on this fone now love jenny xxx
288,0,my life mean a lot to I not because I love my life but because I love the people in my life the world call they friend I call they my world ge
289,0,dearshall mail tonitebusy in the streetshall update you tonitething be look okvarunnathu edukkukayee raksha ollubut a good one in real sense
290,0,hey you tell your name to gautham ah
291,0,haf u find he I feel so stupid da v cam be work
292,0,oop 4 get that bit
293,0,be you this much buzy
294,0,I accidentally delete the message resend please
295,1,tmobile customer you may now claim your free camera phone upgrade   a pay   go sim card for your loyalty call on 0845 021 3680offer end 28thfebtc 's apply
296,0,unless it be a situation where you go gurl would be more appropriate
297,0,hurt I tease I make I cry but in the end of my life when I die plz keep one rise on my grave and say stupid I miss u have a nice day bslvyl
298,0,I can not pick the phone right now pls send a message
299,0,need a coffee run tomocan't believe it be that time of week already
300,0,awesome I remember the last time we get somebody high for the first time with diesel v
301,0,shit that be really shocking and scary can not imagine for a second def up for night out do u think there be somewhere I could crash for night save on taxi
302,0,oh and by the way you do have more food in your fridge want to go out for a meal tonight
303,0,he be a womdarfull actor
304,1,sm ac blind date 4u rodds1 be 21 m from aberdeen united kingdom check he out httpimg sm acwicmb3cktz8r74 no blind date send hide
305,0,yup from what I remb I think should be can book
306,0,jos ask if u wana meet up
307,0,lol yes our friendship be hang on a thread cause u will not buy stuff
308,1,themob check out our new selection of content game tone gossip babe and sport keep your mobile fit and funky text wap to 82468
309,0,where be the garage key they be not on the bookshelf
310,0,today be accept dayu accept I as brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply mean enemy
311,1,think ur smart   win å200 this week in our weekly quiz text play to 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
312,0,he say he will give I a call when his friend 's get the money but that he be definitely buy before the end of the week
313,0,hi the way I be with u 2day be the normal waythis be the real I ur uniquei hope I know u 4 the rest of mylife hope u find wot be lose
314,0,you make my day do have a great day too
315,0,kkadvance happy pongal
316,0,hmmm guess we can go 4 kb n power yoga haha dunno we can tahan power yoga anot thk get lo oso forgot liao
317,0,not really dude have no friend I be afraid
318,1,december only have your mobile 11mth you be entitle to update to the late colour camera mobile for free call the mobile update co free on 08002986906
319,0,coffee cake I guess
320,0,merry christmas to you too babe I love ya kiss
321,0,hey why do not we just go watch x man and have lunch haha
322,0,cud u tell ppl i m gona b a bit l8 cos 2 bus hav gon past cos they be full   I m still waitin 4 1 pete x
323,0,that would be great we will be at the guild could meet on bristol road or somewhere   will get in touch over weekend our plan take flight have a good week
324,0,no problem how be you do
325,0,no callsmessagesmisse call
326,0,hi dahow be the today class
327,0,I would say that be a good sign but well you know my track record at read woman
328,0,cool text I when you be park
329,0,I be read the text I just send you its mean to be a joke so read it in that light
330,0,kkapo kgood movie
331,0,maybe I could get book out tomo then return it immediately   or something
332,1,call germany for only 1 penny per minute call from a fix line via access number 0844 861 85 85 no prepayment direct access
333,0,any chance you might have have with I evaporate as soon as you violate my privacy by steal my phone number from your employer 's paperwork not cool at all please do not contact I again or I will report you to your supervisor
334,1,valentine day special win over å1000 in our quiz and take your partner on the trip of a lifetime send go to 83600 now 150pmsg rcvd custcare08718720201
335,0,tadaaaaa I be home babe be you still up
336,0,cool so how come you have not be wine and dine before
337,0,just sleepingand surfing
338,0,sorry I will call later
339,0,u call I right call my hand phone
340,0,ok that be great thanx a lot
341,0,I take it the post have come then you must have 1000 of text now happy read my one from wiv hello caroline at the end be my favourite bless he
342,0,where u been hide stranger
343,0,be not interested to do like that
344,0,my sister clear two round in birla soft yesterday
345,0,gudnitetcpractice go on
346,0,dis be yijue I ju see ur mail in case huiming have not send u my num dis be my num
347,0,one small prestige problem now
348,1,fancy a shag I dointereste sextextukcom txt xxuk suzy to 69876 txt cost 150 per msg tnc on website x
349,0,just check in on you really do miss see jeremiah do have a great month
350,0,nah can not help you there I have never have an iphone
351,0,if you be not in my car in an hour and a half I be go apeshit
352,0,today be sorry day if ever I be angry with you if ever I misbehave or hurt you plz plz just slap urself bcoz its ur fault I be basically good
353,0,yo you guy ever figure out how much we need for alcohol jay and I be try to figure out how much we can safely spend on weed
354,0,ltgt ish minute be 5 minute ago wtf
355,0,thank you for callingforgot to say happy onam to you sirjii be fine here and remember you when I meet an insurance personmeet you in qatar insha allahrakhesh ex tata aig who join tisscotayseer
356,1,congratulation ur award 500 of cd voucher or 125gift guarantee   free entry 2 100 wkly draw txt music to 87066 tnc wwwldewcom1win150ppmx3age16
357,1,ur cashbalance be currently 500 pound   to maximize ur cashin now send cash to 86688 only 150pmsg cc 08708800282 hgsuite3422land roww1j6hl
358,0,I be an actor when I work I work in the evening and sleep late since I be unemployed at the moment I always sleep late when you be unemployed every day be saturday
359,0,hello just get here st andrewsboy its a long way its cold I will keep you post
360,0,ha ha cool cool chikku chikkudb
361,0,oh ok no prob
362,0,check audrey 's status right now
363,0,busy here try to finish for new year I be look forward to finally meet you
364,0,good afternoon sunshine how dawn that day   be we refresh and happy to be alive do we breathe in the air and smile   I think of you my love   as always
365,0,well I know z will take care of I so no worry
366,1,updatenow   xmas offer late motorola sonyericsson   nokia   free bluetooth double min   1000 txt on orange call mobileupd8 on 08000839402 or call2optoutf4q
367,1,here be your discount code rp176781 to stop further message reply stop wwwregalportfoliocouk customer service 08717205546
368,0,wat uniform in where get
369,0,cool text I when you be ready
370,0,hello my boytoy   geeee I miss you already and I just wake up I wish you be here in bed with I cuddle I I love you
371,0,I will spoil you in bed as well
372,0,I be go for bath will msg you next   ltgt   min
373,0,I can not keep talk to people if be not sure I can pay they if they agree to price so pls tell I what you want to really buy and how much you be willing to pay
374,1,thank for your ringtone order reference t91 you will be charge gbp 4 per week you can unsubscribe at anytime by call customer service on 09057039994
375,0,can you say what happen
376,0,you could have see mei did't recognise you face
377,0,well there be not a lot of thing happen in lindsay on new year sigh some bar in ptbo and the blue heron have something go
378,0,keep my payasam there if rinu bring
379,0,I teach that ranjith sir call I so only I sm like that becaus he s verify about project prabu tell today so only pa do not mistake I
380,0,I guess that be why you re worried you must know that there be a way the body repair itself and I be quite sure you should not worry we will take it slow first the test they will guide when your ovulation be then just relax nothing you have say be a reason to worry but ill keep on followin you up
381,0,yeah sure give I a couple minute to track down my wallet
382,0,hey leave it not a big deal take care
383,0,hey I will be late ah meet you at 945
384,1,double min and txt 4 6months free bluetooth on orange available on sony nokia motorola phone call mobileupd8 on 08000839402 or call2optoutn9dx
385,0,it take mr owl 3 lick
386,0,customer place I will call you
387,0,mm that time you do not like fun
388,1,4mth half price orange line rental   late camera phone 4 free have your phone 11mth   call mobilesdirect free on 08000938767 to update now or2stoptxt
389,0,yup have my lunch buffet now u eat already
390,0,huh so late fr dinner
391,0,hey so this sit be we go for the intro pilate only or the kickboxing too
392,0,morning only I can ok
393,0,yes I think so I be in office but my lap be in room I think that s on for the last few day I do not shut that down
394,0,pick you up bout 730ish what time be   and that go
395,0,from here after the performance award be calculate every two monthnot for current one month period
396,0,be actually sleep and still might when u call back so a text be gr8 you rock sis will send u a text wen I wake
397,0,you be always put your business out there you put picture of your ass on facebook you be one of the most open people I have ever meet why would I think a picture of your room would hurt you make you feel violate
398,0,good evening sir al salam wahleykkumshare a happy newsby the grace of god I get an offer from tayseertissco and I joinedhope you be fineinshah allahmeet you sometimerakheshvisitor from india
399,0,hmmmkbut I want to change the field quickly dai wanna get system administrator or network administrator
400,1,free ringtone text first to 87131 for a poly or text get to 87131 for a true tone help 0845 2814032 16 after 1st free tone be 3xå150pw to eånd txt stop
401,0,dear how be chechi do you talk to she
402,0,the hair cream have not be ship
403,0,none of that be happen til you get here though
404,0,yep the great loxahatchee xmas tree burn of   ltgt   start in an hour
405,0,haha get use to drive to usf man I know a lot of stoner
406,0,all be well until slightly disastrous class this pm with my fav darling hope day off ok coffee wld be good as can not stay late tomorrow same time   place as always
407,0,hello good week fancy a drink or something later
408,0,headin towards busetop
409,0,messagesome text miss sendername miss number miss sentdate miss miss u a lot that s y everything be missing send via fullonsmscom
410,0,come by our room at some point so we can iron out the plan for this weekend
411,0,cos I want it to be your thing
412,0,okie I will go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah
413,0,bring home some wendy d
414,1,100 date service call 09064012103 box334sk38ch
415,0,whatsup there do not u want to sleep
416,0,alright I have a new goal now
417,1,free entry into our å250 weekly competition just text the word win to 80086 now 18 tc wwwtxttowincouk
418,0,alright I will head out in a few minute text I where to meet you
419,1,send a logo 2 ur lover   2 name join by a heart txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo pobox36504w45wq txtno 4 no ad 150p
420,0,yesfrom last week itself I be take live call
421,1,someone have contact our date service and enter your phone because they fancy you to find out who it be call from a landline 09111032124   pobox12n146tf150p
422,0,siva be in hostel aha
423,1,urgent your mobile number have be award with a å2000 prize guarantee call 09058094455 from land line claim 3030 valid 12hrs only
424,0,send this to ur friend and receive something about ur voice how be my speak expression 1childish 2naughty 3sentiment 4rowdy 5ful of attitude 6romantic 7shy 8attractive 9funny   ltgt irritate   ltgt lovable reply I
425,0,ok she will be ok I guess
426,0,aathiwhere be you dear
427,0,any pain on urination any thing else
428,0,7 at esplanade do ì mind give I a lift cos I get no car today
429,0,I wnt to buy a bmw car urgentlyit vry urgentbut hv a shortage of   ltgt lacsthere be no source to arng dis amt ltgt lacsthat my prob
430,0,at home watch tv lor
431,0,do she usually take fifteen fucking minute to respond to a yes or no question
432,1,congrats nokia 3650 video camera phone be your call 09066382422 call cost 150ppm ave call 3mins vary from mobile 16 close 300603 post bcm4284 ldn wc1n3xx
433,0,book ticket for pongal
434,0,you available now I be like right around hillsborough amp   ltgt th
435,0,the message send be askin for   ltgt dollar shoul I pay   ltgt   or   ltgt
436,0,ask g or iouri I have tell the story like ten time already
437,0,how long do applebee fucking take
438,0,hi hope u get this txtjourney have not be gdnow about 50 min late I think
