,label,text
149,0,sindu job birla soft ..
150,0,wine flow nevere ..
151,0,yup thk cine cos need 2 2 plaza mah .
152,0,ok ... ur typical reply ...
153,0,request ' Melle Melle ( Oru Minnaminunginte Nurungu Vettam ) ' set callertune Callers . Press * 9 copy friend Callertune
154,0,"dirt , floor , window , shirt . open mouth , come flow . I dream world , half chore . time joy , lot tv i.ll . guess like thing exist , like rain , hail mist , time , ."
155,0,aaooooright work ?
156,0,I leave house ...
157,0,"hello , love . ? interview today ? happy ? good boy ? think me?are miss ?"
158,1,customer service annoncement . New Years delivery wait . 07046744435 arrange delivery
159,1,winner u specially select 2 receive å£1000 cash 4 * holiday ( flight inc ) speak live operator 2 claim 0871277810810
160,0,safe I need I miss I envy real life
161,0,new car house parents.:)i new job hand :)
162,0,I love . I excite day spend . happy .
163,1,-PLS stop bootydelious ( 32 / F ) invite friend . reply YES-434 NO-434 : www.sms.ac/u/bootydelious stop ? send stop FRND 62468
164,1,"BangBabes ur order way . u receive Service Msg 2 download ur content . u , GoTo wap . bangb . tv UR mobile internet / service menu"
165,0,I place ur point e culture module .
166,1,urgent ! try contact . weekend draw win å£900 prize guarantee . 09061701939 . claim code S89 . valid 12hrs
167,0,"hi frnd , good way avoid missunderstde wit beloved ?"
168,0,great escape . I fancy bridge need lager . tomo
169,0,yes :) completely form:)clark utter waste .
170,0,"Sir , I need AXIS BANK account bank address ."
171,0,"Hmmm .. Thk sure time hop ard ... Ya , 4 free abt ... Muz u discuss liao ..."
172,0,time come later ?
173,0,"Bloody hell , believe forget surname Mr . Ill u clue , spanish begin m ..."
174,0,", finish bath . good ... fine night ."
175,0,let know money carlos
176,0,u mall ?
177,0,"turn friend stay til ~ & lt;#&gt ; , feel free ahead smoke $ & lt;#&gt ;   worth"
178,0,text . reply let know log
179,0,hi ! speak MANEESHA V. like know satisfied experience . Reply Toll free yes .
180,0,lift hope offer money . I need . especially end month approach hurt study . anyways gr8 weekend
181,0,lol . u trust .
182,0,ok . I gentleman treat dignity respect .
183,0,", guy close ?"
184,0,great.bye
185,0,hello handsome ! find job ? lazy ? work net mummy ? boytoy ? miss ?
186,0,"haha awesome , minute"
187,1,customer service representative FREEPHONE 0808 145 4742 9am-11pm WON guarantee å£1000 cash å£5000 prize !
188,0,Xmas radio time .
189,0,I ju reach home . I bathe . sis net tell u finish k ...
190,1,unique ? find 30th August . www.areyouunique.co.uk
191,0,I sorry . I join league people touch . mean great deal . friend time great personal cost . great week.|
192,0,hi :) finally complete course :)
193,0,stop . I suggest stay able stool .
194,0,? hope settle new school year . wishin gr8 day
195,0,Gud mrng dear hav nice day
196,0,u person story
197,0,hamster dead ? hey tmr meet 1 pm orchard mrt ?
198,0,hi Kate evening ? I hope tomorrow bit bloody babyjontet ! txt u . :) xxx
199,0,"find , ENC   & lt;#&gt ; , ?"
200,0,I send   & lt;#&gt ;   buck
201,0,hello darlin ve finish college txt u finish u love Kate xxx
202,0,account refill successfully INR   & lt;DECIMAL&gt ; . KeralaCircle prepay account balance r   & lt;decimal&gt ; . Transaction ID KR & lt;#&gt ; .
203,0,goodmorning sleep ga .
204,0,u alter 11 ok .
205,0,ÌÏ like dat dun buy ericsson oso oredi lar ...
206,0,"I enter cabin PA , '' Happy B'day Boss ! ! '' . I feel special . askd 4 lunch . lunch invite apartment . ."
207,0,"aight yo , dat straight dogg"
208,0,connection today   & lt;DECIMAL&gt ;   refund bill
209,0,:) shoot big load ready !
210,0,"bruv , hope great break . rewarding semester ."
211,0,home chat
212,0,k:)k:)good:)study .
213,0,yup ... Ì _ noe leh ...
214,0,sound great ! home ?
215,0,finally match head draw prediction .
216,0,tired . I sleep past night .
217,0,Easy ah?sen select mean good ..
218,0,I exam march 3
219,0,yeah . I think use gt atm register . sure help let know . sure ready .
220,0,ok prob . ur time .
221,0,os ubandu run instal hard disk ... use os copy important file system repair shop ..
222,0,"sorry , I later"
223,0,U leh ... course happen lar . v romantic jus bit lor . I thk e nite scenery nice leh .
224,1,"500 New Mobiles 2004 , ! txt : NOKIA No : 89545 & collect today!From å£1 www.4-tc.biz 2optout 087187262701.50gbp / mtmsg18"
225,0,appreciate . need talk .
226,1,"u meet ur dream partner soon ? ur career 2 flyng start ? 2 find free , txt HORO follow ur star sign , e. g. HORO ARIES"
227,0,hey company elama po mudyadhu .
228,0,"life strict teacher ... Bcoz teacher teach lesson & amp ; conduct exam , Life conduct Exam & amp ; teach Lessons . happy morning . . ."
229,0,dear good morning
230,0,gandhipuram walk cross cut road . right & lt;#&gt ; street road turn right .
231,0,dear rubber place
232,0,"sorry battery die , yeah I"
233,0,yes:)here tv available work place ..
234,1,text & meet sexy today . u find date flirt U. Join 4 10p . reply NAME & AGE eg Sam 25 . 18 -msg recd@thirtyeight penny
235,0,I print oh .   & lt;#&gt ;   come upstairs
236,0,ill little close like bus stop street
237,0,you?when wil reach ?
238,0,"New Theory : argument win d SITUATION , lose person . argue ur friend .. . . . kick & amp ; , I correct . !"
239,1,u 447801259231 secret admirer look 2 contact u - find r*reveal think UR special - 09058094597
240,0,Tomarrow final hearing laptop case .
241,0,pleassssssseeeeee TEL ME v AVENT SPORTSx
242,0,"okay . , shine . mean sign , sound ."
243,0,"tell u dat baig face watch like e watch u cos fr u. Thanx 4 dat u've today , touch ..."
244,0,u remember old commercial ?
245,0,late . I website . I slipper
246,0,I ask ok
247,0,Kallis bat 2nd inning .
248,0,work oh . ok goodnight . i.ll fix ready time wake . dearly miss good night sleep .
249,1,congratulation ur award 500 cd voucher 125gift guarantee & Free entry 2 100 wkly draw txt music 87066 TnCs www . Ldew.com1win150ppmx3age16
250,0,Ranjith cal drpd Deeraj deepak 5min hold
251,0,"Wen ur lovable bcum angry wid u , dnt seriously .. coz angry d childish n true way deep affection , care n luv ! .. kettoda manda ... nice day da ."
252,0,doing?how ?
253,0,"Ups 3days , shipping company 2wks . way usp week lag bribe nipost stuff ."
254,0,"I , lemme know ready"
255,0,necessarily expect I headin
256,0,mmm yummy babe ... nice jolt suzy
257,0,lover ? I need ...
258,1,try contact reply offer Video Handset ? 750 anytime network min ? unlimited TEXT ? camcorder ? reply 08000930705 NOW
259,0,I‰Û÷m park MINI ! ! ! ! come today think ?
260,0,yup
261,0,shop . cos sis . Dun disturb u liao .
262,0,MY NO . LUTON 0125698789 ring I ur ! H *
263,1,hey I horny want chat naked text hot 69698 text charge 150pm unsubscribe text stop 69698
264,0,dint come .
265,0,. Wana plan trip sometme
266,0,"sure , try hold"
267,1,ur ringtone service change ! 25 free credit ! club4mobiles.com choose content ! stop ? txt CLUB stop 87070 . 150p / wk Club4 po Box1146 MK45 2wt
268,0,evo . I download flash . jealous ?
269,1,Ringtone Club : UK single chart mobile week choose quality ringtone ! message free charge .
270,0,"come mu , sort narcotic situation"
271,0,"night end day , morning come special way . smile like sunny ray leave worry blue blue bay ."
272,1,HMV BONUS SPECIAL 500 pound genuine HMV voucher win . answer 4 easy question . play ! send HMV 86688 More info : www.100percent - real.com
273,0,"Usf I guess , 1 car"
274,0,objection . bf come .
275,0,thanx ...
276,0,tell rob mack gf theater
277,0,"awesome , I bit"
278,0,send . type food like ?
279,0,? hand ? celebration swing ?
280,0,tool ?
281,0,\Wen u miss
282,0,ok . I ask money far
283,0,okie ...
284,0,"yeah I think usual guy pass night , ahold anybody let know I throw"
285,0,"K , I come tonight class let early"
286,0,ok ..
287,0,hi baby m cruisin girl friend r u 2 ? hour home s alright fone fone love jenny xxx
288,0,"life mean lot , I love life , I love people life , world friend , I world:- ) .. ge:- ) .."
289,0,"dear , shall mail tonite.busy street , shall update tonite.thing look ok.varunnathu edukkukayee raksha ollu.but good real sense ."
290,0,hey tell gautham ah ?
291,0,Haf u find ? I feel stupid da v cam work .
292,0,oop . 4 bit .
293,0,buzy
294,0,I accidentally delete message . Resend .
295,1,T - Mobile customer claim free CAMERA phone upgrade & pay & sim card loyalty . 0845 021 3680.Offer end 28thfeb . T&C apply
296,0,situation GURL appropriate
297,0,hurt ... tease ... cry ... end life die plz rise grave STUPID I mis U .. nice DAY BSLVYL
298,0,I pick phone right . pls send message
299,0,need coffee run tomo?can't believe time week
300,0,"awesome , I remember time somebody high time diesel : v"
301,0,"shit shocking scary , imagine second . def night . u think crash night , save taxi ?"
302,0,oh way food fridge ! want meal tonight ?
303,0,womdarfull actor
304,1,"SMS . ac Blind Date 4u ! : Rodds1 21 / m Aberdeen , United Kingdom . check http://img . sms . ac / W / icmb3cktz8r7!-4 blind date send HIDE"
305,0,yup ... remb ... I think book ...
306,0,Jos ask u wana meet ?
307,0,lol yes . friendship hang thread cause u buy stuff .
308,1,"themob > check new selection content , Games , Tones , Gossip , babe sport , mobile fit funky text WAP 82468"
309,0,garage key ? bookshelf
310,0,today ACCEPT DAY .. U accept ? Brother Sister Lover Dear1 best1 clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd rply mean enemy
311,1,"think ur smart ? win å£200 week weekly quiz , text play 85222 now!t&c WinnersClub PO BOX 84 , M26 3uz . 16 + . GBP1.50 / week"
312,0,friend money definitely buy end week
313,0,"hi way I u 2day , normal way&this real . UR unique&i hope I know u 4 rest mylife . Hope u find wot lose ."
314,0,day . great day .
315,0,K.k:)advance happy pongal .
316,0,"Hmmm ... guess 4 kb n power yoga ... haha , dunno tahan power yoga anot ... Thk lo oso , forgot liao ..."
317,0,"dude , friend afraid :("
318,1,December ! mobile 11mths+ ? entitle update late colour camera mobile Free ! Mobile Update Co free 08002986906
319,0,"coffee cake , guess ..."
320,0,"merry Christmas babe , love ya * kiss *"
321,0,hey ... watch x man lunch ... haha
322,0,cud u tell ppl m gona b bit l8 cos 2 bus hav gon past cos & m waitin 4 1 . pete x
323,0,great . Guild . meet Bristol road - touch weekend . plan flight ! good week
324,0,problem . ?
325,0,.. message .. miss
326,0,hi da:)how todays class ?
327,0,"I good sign , , know track record read woman"
328,0,"cool , text park"
329,0,I read text send . mean joke . read light
330,0,K.k:)apo k.good movie .
331,0,maybe book tomo return immediately .. ? .
332,1,Germany 1 penny minute ! fix line access number 0844 861 85 85 . prepayment . direct access !
333,0,chance evaporate soon violate privacy steal phone number employer paperwork . cool . contact I report supervisor .
334,1,valentine Day Special ! win å£1000 quiz partner trip lifetime ! send GO 83600 . 150p / msg rcvd . custcare:08718720201 .
335,0,"Ta - Daaaaa ! I home babe , ?"
336,0,cool . come wine dine ?
337,0,sleep .. surf
338,0,"sorry , I later"
339,0,u right ? hand phone ...
340,0,ok great thanx lot .
341,0,I post come ! 1000 text ! happy reading . wiv hello caroline end favourite . bless
342,0,u hide strange ?
343,0,interested like .
344,0,sister clear round birla soft yesterday .
345,0,gudnite .... tc ... practice
346,0,Dis yijue . I ju ur mail . case huiming send u num . Dis num .
347,0,small prestige problem .
348,1,Fancy shag ? I . interested ? sextextuk.com txt xxuk SUZY 69876 . txt cost 1.50 msg . TnCs website . X
349,0,check . miss Jeremiah . great month
350,0,"Nah help , I iphone"
351,0,car hour half I apeshit
352,0,"today sorry day . ! angry , misbehave hurt ? plz plz SLAP URSELF Bcoz , ur fault , I basically good"
353,0,yo guy figure need alcohol ? Jay I try figure safely spend weed
354,0,& lt;#&gt ; ISH minute 5 minute AGO . WTF .
355,0,"thank . forgot Happy Onam Sirji . I fine remember meet insurance person . meet Qatar Insha Allah . Rakhesh , ex Tata AIG join TISSCO , Tayseer ."
356,1,congratulation ur award 500 cd voucher 125gift guarantee & Free entry 2 100 wkly draw txt music 87066 TnCs www . Ldew.com1win150ppmx3age16
357,1,ur cash - balance currently 500 pound - maximize ur cash - send cash 86688 150p / msg . CC : 08708800282 HG / Suite342/2Lands Row / w1j6hl
358,0,"I actor . work , work evening sleep late . unemployed moment , sleep late . unemployed , day saturday ."
359,0,"hello ! , st andrews - boy long way ! cold . I post"
360,0,ha ha cool cool chikku chikku:-):-DB- )
361,0,oh ok prob ..
362,0,check audrey status right
363,0,busy . try finish new year . I look forward finally meet ...
364,0,"good afternoon sunshine ! dawn day ? refresh happy alive ? breathe air smile ? I think , love ..."
365,0,know Z care . worry .
366,1,"update_now - Xmas Offer ! late Motorola , SonyEricsson & Nokia & FREE Bluetooth ! Double Mins & 1000 Txt Orange . mobileupd8 08000839402 call2optout / F4Q="
367,1,discount code RP176781 . stop message reply stop . www.regalportfolio.co.uk . Customer Services 08717205546
368,0,Wat uniform ? ?
369,0,"cool , text ready"
370,0,"hello boytoy ... Geeee I miss I wake . I wish bed , cuddle . I love ..."
371,0,I spoil bed :)
372,0,I bath msg   & lt;#&gt ;   min ..
373,0,I talk people sure pay agree price . pls tell want buy willing pay
374,1,"thank Ringtone Order , Reference T91 . charge GBP 4 week . unsubscribe anytime customer service 09057039994"
375,0,happen
376,0,.. did't recognise Face . :)
377,0,lot thing happen Lindsay New year * sigh * bar Ptbo blue heron
378,0,payasam rinu bring
379,0,I teach Ranjith sir . sm like . Becaus s verify project . Prabu tell today pa mistake ..
380,0,"I guess worried . know way body repair . sure worry . slow . test , guide ovulation relax . reason worry i.ll followin ."
381,0,"yeah sure , couple minute track wallet"
382,0,hey leave . big deal:- ) care .
383,0,hey late ah ... meet 945 +
384,1,"double min txt 4 6month free Bluetooth Orange . available Sony , Nokia Motorola phone . mobileupd8 08000839402 call2optout / N9DX"
385,0,Mr owl 3 lick
386,0,customer place .
387,0,mm time like fun
388,1,4mth half price Orange line rental & late camera phone 4 free . phone 11mth ? MobilesDirect free 08000938767 update ! or2stoptxt
389,0,yup lunch buffet .. u eat ?
390,0,huh late ... fr dinner ?
391,0,hey sit intro pilate ? kickboxing ?
392,0,morning ok .
393,0,yes think . I office lap room think s day . I shut
394,0,pick bout 7.30ish ? time   ?
395,0,performance award calculate month.not current month period ..
396,0,actually sleep u . text gr8 . rock sis . send u text wen wake .
397,0,"business . picture ass facebook . open people meet . think picture room hurt , feel violate ."
398,0,"good evening Sir , Al Salam wahleykkum.share happy news . grace God , offer Tayseer , TISSCO join . hope fine . Inshah Allah , meet . Rakhesh , visitor India ."
399,0,Hmmm ... k ... want change field quickly da:-)i wanna system administrator network administrator ..
400,1,"free ringtone text 87131 poly text 87131 true tone ! Help ? 0845 2814032 16 1st free , tone 3xå£150pw eå£nd txt stop"
401,0,dear chechi . talk
402,0,hair cream ship .
403,0,happen til
404,0,"Yep , great loxahatchee xmas tree burn   & lt;#&gt ;   start hour"
405,0,"haha drive usf man , I know lot stoner"
406,0,slightly disastrous class pm fav darling ! Hope day ok . Coffee wld good stay late tomorrow . time + place ?
407,0,hello ! good week ? fancy drink later ?
408,0,Headin busetop
409,0,message : text miss * sender : Missing * * number Missing * send : date miss * miss u lot s y missing send fullonsms.com
410,0,come room point iron plan weekend
411,0,cos want thing
412,0,"okie ... I yan jiu ... skip ard oso , cine den mrt , blah blah blah ..."
413,0,bring home Wendy =D
414,1,100 date service cal;l 09064012103 box334sk38ch
415,0,Whatsup . u want sleep
416,0,alright new goal
417,1,free entry å£250 weekly competition text word WIN 80086 NOW . 18 T&C www.txttowin.co.uk
418,0,"alright , I head minute , text meet"
419,1,send logo 2 ur lover - 2 join heart . txt love NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 87077 Yahoo ! pobox36504w45wq TxtNO 4 ad 150p
420,0,Yes:)from week live .
421,1,contact date service enter phone fancy ! find landline 09111032124 . PoBox12n146tf150p
422,0,Siva hostel aha:- .
423,1,urgent ! mobile number award å£2000 prize guarantee . 09058094455 land line . claim 3030 . valid 12hrs
424,0,send ur friend receive ur voice ..... speak expression ? 1.childish 2.naughty 3.sentiment 4.rowdy 5.ful attitude 6.romantic 7.shy 8.attractive 9.funny   & lt;#&gt ; .irritating   & lt;#&gt ; .lovable . reply ..
425,0,ok . ok . I guess
426,0,aathi .. dear ..
427,0,pain urination thing ?
428,0,7 esplanade .. Ì _ mind lift cos car today ..
429,0,I wnt buy BMW car urgently .. vry urgent.but hv shortage   & lt;#&gt ; lacs.there source arng dis amt . & lt;#&gt ; lac .. prob
430,0,home watch tv lor .
431,0,usually fucking minute respond yes question
432,1,congrat ! Nokia 3650 video camera phone 09066382422 cost 150ppm Ave 3mins vary mobile 16 + close 300603 post bcm4284 Ldn WC1N3XX
433,0,booked ticket pongal ?
434,0,available ? I like right hillsborough & amp ;   & lt;#&gt ; th
435,0,message send askin   & lt;#&gt ; dollar . Shoul pay   & lt;#&gt ;     & lt;#&gt ; ?
436,0,"ask g iouri , I tell story like time"
437,0,long applebee fucking
438,0,"hi hope u txt ~ journey gd , 50 min late I think ."
439,0,. I like love arrange .
440,0,yes .. great .. bhaji tell kallis good cricketer sachin world:).very tough .
441,0,suppose wake I & gt ; :(
442,0,oic ... I tot din c ... I find group liao ...
443,0,"sorry , I later"
444,0,\HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND ! HOWDY GORGEOUS
445,0,"sorry , battery die , I come I gram , place ?"
446,0,", blimey , exercise , yeah , kinda remember wot , hmm ."
447,0,I concentration dear know mind :-)
448,0,LOL ... plan new year ?
449,0,10 min later k ...
450,0,hank lotsly !
451,0,thank hope good day today
452,0,k:)k:)what detail want transfer?acc ?
453,0,ok tell stay . yeah tough optimistic thing improve month .
454,1,"loan purpose å£500 - å£75,000 . Homeowners + Tenants welcome . previously refuse ? help . Free 0800 1956669 text ' help '"
455,0,si si . I think ill oreo truffle .
456,0,"look AMY URE BEAUTIFUL , intelligent woman I like u LOT . I know U DONåÕT like I like donåõt WORRY ."
457,0,I hope result consistently intelligent kind . start ask practicum link ear open good . ttyl
458,0,"1.20 cost . guess bad . Miss ya , need ya , want ya , love ya"
459,0,different feeling.wavering decision cope individual.time heal believe .
460,0,u ? phone die stay
461,0,great . . day reason thank God
462,1,"UpgrdCentre Orange customer , claim free CAMERA phone upgrade loyalty . 0207 153 9153 . Offer end 26th July . T&C apply . Opt - available"
463,0,"sorry , I later ok bye"
464,0,ok way railway
465,0,great princess ! I love receive oral . doggy style fave position . ? I enjoy love   & lt;#&gt ;   time night :)
466,0,stuff road slippery ?
467,0,ride bike ?
468,0,"yup , need . I jus wait 4 e rain 2 stop ."
469,0,company . tell language .
470,1,okmail : Dear Dave final notice collect 4 * Tenerife Holiday # 5000 cash award ! 09061743806 landline . tc SAE Box326 CW25WX 150ppm
471,0,"long scream , princess ?"
472,0,". I mean money enter account , bank remove flat rate . transfer   & lt;#&gt ;   account   & lt;#&gt ; dollar remove . bank differ charge differ.be sure trust 9ja person send account detail cos ..."
473,1,want 2 lay tonight ? want real dog location send direct 2 ur mob ? join UK large Dogging Network txte MOAN 69888nyt . ec2a . 31p.msg@150p
474,0,nice line break heart- plz cum 1 time infront ... wise I ll trust U ... good 9 t :)
475,0,ok I head usf like minute
